trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
358,False,"{'e': 0.32668789937865195, 'a': 0.9}",20,0,-19.788666505172152,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
359,False,"{'e': 0.32566859318852903, 'a': 0.9}",20,2,2.888088541980257,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
360,False,"{'e': 0.32465246735834974, 'a': 0.9}",25,12,-1.899311058655118,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
361,False,"{'e': 0.32363951196500207, 'a': 0.9}",25,16,10.684071524915137,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
362,False,"{'e': 0.3226297171163355, 'a': 0.9}",20,16,6.503721059150184,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'e': 0.3216230729510642, 'a': 0.9}",25,0,-81.75054100584669,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
364,False,"{'e': 0.32061956963867067, 'a': 0.9}",20,0,11.628412224770603,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
365,False,"{'e': 0.31961919737930994, 'a': 0.9}",20,0,8.934728348954154,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
366,False,"{'e': 0.3186219464037138, 'a': 0.9}",20,0,-12.847593201806408,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
367,False,"{'e': 0.3176278069730951, 'a': 0.9}",20,11,-7.869532135141349,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
368,False,"{'e': 0.3166367693790533, 'a': 0.9}",25,15,1.4333656535993724,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
369,False,"{'e': 0.3156488239434787, 'a': 0.9}",25,7,-38.72019772390179,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
370,False,"{'e': 0.314663961018459, 'a': 0.9}",25,12,-2.053050772620522,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
371,False,"{'e': 0.3136821709861844, 'a': 0.9}",20,6,2.9045972606962023,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
372,False,"{'e': 0.3127034442588537, 'a': 0.9}",20,13,15.056526442972565,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'e': 0.31172777127858114, 'a': 0.9}",25,19,14.872771997949425,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'e': 0.31075514251730224, 'a': 0.9}",30,0,-6.015338293981365,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
375,False,"{'e': 0.30978554847668166, 'a': 0.9}",20,7,-14.726388544585323,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
376,False,"{'e': 0.30881897968801986, 'a': 0.9}",25,5,-0.6906839074416491,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
377,False,"{'e': 0.3078554267121608, 'a': 0.9}",25,18,1.663083479821759,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
378,False,"{'e': 0.30689488013940003, 'a': 0.9}",20,10,-22.85195490350255,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
379,False,"{'e': 0.30593733058939193, 'a': 0.9}",30,13,16.127536345622243,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
380,False,"{'e': 0.3049827687110593, 'a': 0.9}",20,0,20.352130935884134,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
381,False,"{'e': 0.3040311851825011, 'a': 0.9}",25,11,25.66611751194046,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'e': 0.303082570710902, 'a': 0.9}",30,17,24.63708458174176,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'e': 0.3021369160324412, 'a': 0.9}",30,19,-3.9512625375953188,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
384,False,"{'e': 0.30119421191220214, 'a': 0.9}",20,14,10.24298120249822,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'e': 0.30025444914408245, 'a': 0.9}",25,7,20.63681208535281,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
386,False,"{'e': 0.2993176185507039, 'a': 0.9}",20,0,7.504023071980386,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
387,False,"{'e': 0.2983837109833227, 'a': 0.9}",35,9,-35.722733392660956,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 1}",1
388,False,"{'e': 0.2974527173217406, 'a': 0.9}",20,0,-27.37797552453581,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
389,False,"{'e': 0.2965246284742149, 'a': 0.9}",20,16,8.841483031723229,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'e': 0.29559943537737077, 'a': 0.9}",25,15,-36.15833314416779,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
391,False,"{'e': 0.2946771289961119, 'a': 0.9}",30,0,23.39003142490175,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
392,False,"{'e': 0.29375770032353277, 'a': 0.9}",25,13,-34.28005815087042,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
393,False,"{'e': 0.29284114038083053, 'a': 0.9}",25,7,-26.674673530942545,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
394,False,"{'e': 0.29192744021721706, 'a': 0.9}",20,0,-32.71515328583358,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
395,False,"{'e': 0.29101659090983195, 'a': 0.9}",20,9,12.54638958636551,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
396,False,"{'e': 0.29010858356365526, 'a': 0.9}",25,0,-1.9757189911682933,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
397,False,"{'e': 0.2892034093114205, 'a': 0.9}",25,8,27.060555720155257,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'e': 0.2883010593135283, 'a': 0.9}",30,9,-14.339705828010214,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
399,False,"{'e': 0.28740152475795955, 'a': 0.9}",25,8,25.849999954534418,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'e': 0.2865047968601901, 'a': 0.9}",20,7,0.7665176114317727,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
401,False,"{'e': 0.28561086686310444, 'a': 0.9}",35,6,-42.77478934107769,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 1}",1
402,False,"{'e': 0.28471972603691026, 'a': 0.9}",25,2,-17.0313890675223,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
403,False,"{'e': 0.28383136567905354, 'a': 0.9}",20,1,-34.99967184393521,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
404,False,"{'e': 0.2829457771141329, 'a': 0.9}",25,17,4.771059198272405,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
405,False,"{'e': 0.28206295169381546, 'a': 0.9}",30,16,16.332234012364385,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
406,False,"{'e': 0.28118288079675235, 'a': 0.9}",20,16,6.021226647494646,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'e': 0.2803055558284942, 'a': 0.9}",20,14,-3.1105171099722098,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
408,False,"{'e': 0.27943096822140734, 'a': 0.9}",20,16,6.9794422036861965,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'e': 0.2785591094345902, 'a': 0.9}",30,4,-60.553799864683214,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 1}",1
410,False,"{'e': 0.27768997095378994, 'a': 0.9}",25,12,6.078111718097418,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
411,False,"{'e': 0.27682354429131917, 'a': 0.9}",20,0,-5.0965991714003085,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
412,False,"{'e': 0.2759598209859731, 'a': 0.9}",35,22,-31.378723463428646,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
413,False,"{'e': 0.27509879260294706, 'a': 0.9}",30,16,13.818292612630184,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
414,False,"{'e': 0.27424045073375375, 'a': 0.9}",20,9,-16.418488281353994,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
415,False,"{'e': 0.27338478699614155, 'a': 0.9}",25,10,23.054350169890824,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'e': 0.2725317930340126, 'a': 0.9}",20,11,-5.665988223535349,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
417,False,"{'e': 0.2716814605173408, 'a': 0.9}",20,0,29.62592465273202,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
418,False,"{'e': 0.27083378114209117, 'a': 0.9}",20,9,15.291582320498035,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
419,False,"{'e': 0.2699887466301378, 'a': 0.9}",20,3,5.674224047709936,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
420,False,"{'e': 0.26914634872918386, 'a': 0.9}",20,0,17.5003114880079,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
421,False,"{'e': 0.26830657921268075, 'a': 0.9}",25,4,6.916985520356079,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
422,False,"{'e': 0.2674694298797476, 'a': 0.9}",20,0,5.12241694177789,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
423,False,"{'e': 0.2666348925550913, 'a': 0.9}",20,15,10.339720890640166,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'e': 0.2658029590889266, 'a': 0.9}",25,2,1.3881475206056306,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
425,False,"{'e': 0.26497362135689667, 'a': 0.9}",25,16,15.782605766348368,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'e': 0.2641468712599936, 'a': 0.9}",20,2,12.4969329408617,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'e': 0.26332270072447944, 'a': 0.9}",20,13,6.478314604852661,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
428,False,"{'e': 0.2625011017018073, 'a': 0.9}",25,2,25.390089619787737,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
429,False,"{'e': 0.26168206616854256, 'a': 0.9}",25,2,-5.772490268445351,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
430,False,"{'e': 0.26086558612628497, 'a': 0.9}",20,1,10.112415999688597,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
431,False,"{'e': 0.26005165360159, 'a': 0.9}",25,0,20.183893727881454,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
432,False,"{'e': 0.2592402606458915, 'a': 0.9}",30,12,9.417169092455248,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
433,False,"{'e': 0.25843139933542364, 'a': 0.9}",20,7,17.269009182710054,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
434,False,"{'e': 0.2576250617711437, 'a': 0.9}",30,4,5.674622911133034,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
435,False,"{'e': 0.25682124007865503, 'a': 0.9}",35,16,-3.6860455205755773,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
436,False,"{'e': 0.25601992640813004, 'a': 0.9}",30,22,3.739912362486249,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
437,False,"{'e': 0.25522111293423355, 'a': 0.9}",20,11,15.960273654321359,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'e': 0.25442479185604644, 'a': 0.9}",20,6,-27.776262221853617,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
439,False,"{'e': 0.2536309553969892, 'a': 0.9}",25,10,25.76296235600746,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'e': 0.25283959580474646, 'a': 0.9}",25,6,-9.124655290050047,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
441,False,"{'e': 0.2520507053511909, 'a': 0.9}",20,15,6.93304327765395,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'e': 0.2512642763323079, 'a': 0.9}",20,10,16.205320285754983,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'e': 0.25048030106812036, 'a': 0.9}",20,14,-5.579097155675683,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
444,False,"{'e': 0.24969877190261355, 'a': 0.9}",30,16,-20.580260677630697,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
445,False,"{'e': 0.2489196812036605, 'a': 0.9}",25,2,-65.38258772383269,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 2}",1
446,False,"{'e': 0.24814302136294747, 'a': 0.9}",25,13,5.209007373119302,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
447,False,"{'e': 0.2473687847958995, 'a': 0.9}",20,0,28.912955535882777,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
448,False,"{'e': 0.2465969639416065, 'a': 0.9}",25,7,18.19501643911509,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
449,False,"{'e': 0.24582755126274922, 'a': 0.9}",25,3,27.48685107217562,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
450,False,"{'e': 0.2450605392455259, 'a': 0.9}",25,5,23.24173836376854,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
451,False,"{'e': 0.24429592039957873, 'a': 0.9}",25,0,3.9850798657321183,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
452,False,"{'e': 0.24353368725792068, 'a': 0.9}",20,4,-18.386193656145103,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
453,False,"{'e': 0.24277383237686276, 'a': 0.9}",25,4,-29.136649913952105,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
454,False,"{'e': 0.242016348335941, 'a': 0.9}",25,6,12.338478034923929,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
455,False,"{'e': 0.2412612277378443, 'a': 0.9}",20,7,22.1669347092588,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'e': 0.24050846320834213, 'a': 0.9}",20,13,8.781757981958325,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'e': 0.23975804739621234, 'a': 0.9}",20,4,-10.907367532041826,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
458,False,"{'e': 0.23900997297316967, 'a': 0.9}",20,6,21.70102700164252,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
459,False,"{'e': 0.2382642326337937, 'a': 0.9}",20,8,21.59027264959922,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'e': 0.23752081909545814, 'a': 0.9}",25,20,9.870097758873802,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'e': 0.23677972509825918, 'a': 0.9}",20,15,3.26817102938217,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
462,False,"{'e': 0.2360409434049449, 'a': 0.9}",25,11,10.803289389436378,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
463,False,"{'e': 0.2353044668008445, 'a': 0.9}",30,12,16.227571376492886,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
464,False,"{'e': 0.23457028809379765, 'a': 0.9}",25,11,-0.5928656046623744,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
465,False,"{'e': 0.23383840011408472, 'a': 0.9}",25,19,9.835805171385818,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'e': 0.23310879571435625, 'a': 0.9}",30,0,-23.14410419739481,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
467,False,"{'e': 0.2323814677695635, 'a': 0.9}",30,14,-18.64399886634082,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
468,False,"{'e': 0.23165640917688882, 'a': 0.9}",25,16,13.945414730536793,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'e': 0.23093361285567598, 'a': 0.9}",30,15,12.790875551313523,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'e': 0.23021307174736147, 'a': 0.9}",20,11,15.658971745526584,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'e': 0.22949477881540534, 'a': 0.9}",20,13,14.724216337735694,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'e': 0.22877872704522242, 'a': 0.9}",20,11,5.244810282815164,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
473,False,"{'e': 0.22806490944411403, 'a': 0.9}",25,16,15.112649861109979,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'e': 0.22735331904119938, 'a': 0.9}",20,6,-28.312167409887234,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
475,False,"{'e': 0.22664394888734782, 'a': 0.9}",20,10,13.554717033651679,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'e': 0.22593679205511083, 'a': 0.9}",20,9,8.022795275874527,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
477,False,"{'e': 0.22523184163865434, 'a': 0.9}",20,14,10.974504760993172,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'e': 0.22452909075369137, 'a': 0.9}",25,13,3.95875835350103,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
479,False,"{'e': 0.22382853253741467, 'a': 0.9}",25,9,16.698817291312583,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
480,False,"{'e': 0.22313016014842982, 'a': 0.9}",30,8,-20.13907686747729,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
481,False,"{'e': 0.22243396676668847, 'a': 0.9}",25,17,-4.8398174890857755,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
482,False,"{'e': 0.22173994559342158, 'a': 0.9}",20,3,32.926174379776754,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'e': 0.22104808985107316, 'a': 0.9}",25,15,-5.3603583801170895,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
484,False,"{'e': 0.22035839278323385, 'a': 0.9}",20,8,-42.18392216243774,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
485,False,"{'e': 0.21967084765457534, 'a': 0.9}",20,10,-33.8486434618313,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
486,False,"{'e': 0.21898544775078424, 'a': 0.9}",20,13,16.119591652387804,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'e': 0.21830218637849666, 'a': 0.9}",35,21,21.587234933721295,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'e': 0.2176210568652329, 'a': 0.9}",20,2,19.977291003664806,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
489,False,"{'e': 0.21694205255933202, 'a': 0.9}",20,7,20.451107514706266,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'e': 0.2162651668298873, 'a': 0.9}",35,16,-29.298200963404472,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
491,False,"{'e': 0.2155903930666811, 'a': 0.9}",25,16,17.712125390711346,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'e': 0.21491772468012055, 'a': 0.9}",20,2,-5.1325712745754295,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
493,False,"{'e': 0.21424715510117315, 'a': 0.9}",30,17,0.44701253322225476,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
494,False,"{'e': 0.21357867778130243, 'a': 0.9}",20,6,-2.5384939999381797,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
495,False,"{'e': 0.21291228619240427, 'a': 0.9}",30,12,-10.369193678803127,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
496,False,"{'e': 0.21224797382674304, 'a': 0.9}",25,14,14.105876849905824,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
497,False,"{'e': 0.21158573419688803, 'a': 0.9}",30,11,7.578002533770157,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
498,False,"{'e': 0.2109255608356501, 'a': 0.9}",20,10,0.6206187272540042,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
499,False,"{'e': 0.21026744729601843, 'a': 0.9}",20,9,11.167487865685166,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
500,False,"{'e': 0.2096113871510978, 'a': 0.9}",20,9,9.676061889285792,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
501,False,"{'e': 0.2089573739940457, 'a': 0.9}",20,10,-9.348544920136675,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
502,False,"{'e': 0.20830540143800966, 'a': 0.9}",25,9,27.035894654685343,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'e': 0.20765546311606503, 'a': 0.9}",30,16,7.5909575602695645,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
504,False,"{'e': 0.20700755268115265, 'a': 0.9}",20,11,-7.651800797223731,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
505,False,"{'e': 0.20636166380601706, 'a': 0.9}",30,4,19.15157665738926,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
506,False,"{'e': 0.2057177901831446, 'a': 0.9}",20,11,11.86459631376056,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'e': 0.20507592552470177, 'a': 0.9}",20,6,8.23041971103383,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
508,False,"{'e': 0.204436063562474, 'a': 0.9}",25,13,22.734179799884956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'e': 0.20379819804780414, 'a': 0.9}",30,3,-4.284186349231571,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
510,False,"{'e': 0.20316232275153173, 'a': 0.9}",35,13,24.5664193891409,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
511,False,"{'e': 0.20252843146393204, 'a': 0.9}",30,17,-37.673720834632654,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
512,False,"{'e': 0.20189651799465538, 'a': 0.9}",20,13,5.118819642041071,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
513,False,"{'e': 0.20126657617266686, 'a': 0.9}",25,13,-18.84944643021683,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
514,False,"{'e': 0.20063859984618576, 'a': 0.9}",30,19,7.215317541834842,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
515,False,"{'e': 0.2000125828826258, 'a': 0.9}",20,5,16.949136705956754,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
516,False,"{'e': 0.19938851916853514, 'a': 0.9}",30,19,14.284856690505025,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'e': 0.19876640260953657, 'a': 0.9}",20,16,6.913357080862527,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'e': 0.19814622713026817, 'a': 0.9}",20,0,11.731517281173177,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
519,False,"{'e': 0.19752798667432378, 'a': 0.9}",30,3,38.61812992193013,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'e': 0.19691167520419406, 'a': 0.9}",35,22,8.918417028067712,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
521,False,"{'e': 0.1962972867012074, 'a': 0.9}",25,0,17.02135103010167,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
522,False,"{'e': 0.19568481516547126, 'a': 0.9}",25,18,10.402810273829791,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'e': 0.1950742546158134, 'a': 0.9}",25,19,11.154331281947496,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'e': 0.19446559908972355, 'a': 0.9}",25,14,1.0530433027099568,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
525,False,"{'e': 0.19385884264329528, 'a': 0.9}",25,13,2.535329414546913,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
526,False,"{'e': 0.19325397935116784, 'a': 0.9}",25,17,-25.14840419269114,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
527,False,"{'e': 0.19265100330646837, 'a': 0.9}",20,4,1.3568272174817118,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
528,False,"{'e': 0.19204990862075413, 'a': 0.9}",20,10,-3.033948581020387,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
529,False,"{'e': 0.19145068942395502, 'a': 0.9}",20,14,12.296990872528141,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'e': 0.19085333986431632, 'a': 0.9}",20,14,11.978508714751307,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'e': 0.1902578541083415, 'a': 0.9}",20,3,17.53645502376306,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
532,False,"{'e': 0.18966422634073524, 'a': 0.9}",25,7,35.71083008161319,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'e': 0.1890724507643467, 'a': 0.9}",25,15,11.159408114139008,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
534,False,"{'e': 0.18848252160011275, 'a': 0.9}",20,8,8.442904132148596,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'e': 0.18789443308700168, 'a': 0.9}",35,24,13.603152579367748,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
536,False,"{'e': 0.18730817948195702, 'a': 0.9}",30,7,2.7215626382450258,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
537,False,"{'e': 0.18672375505984118, 'a': 0.9}",25,12,3.416187127070275,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
538,False,"{'e': 0.18614115411337984, 'a': 0.9}",30,20,17.852789090765015,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'e': 0.18556037095310593, 'a': 0.9}",30,13,23.98071829032904,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
540,False,"{'e': 0.18498139990730428, 'a': 0.9}",20,12,7.993688626760299,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
541,False,"{'e': 0.18440423532195624, 'a': 0.9}",35,10,29.58107669553453,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'e': 0.18382887156068425, 'a': 0.9}",25,13,7.4113817917498075,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
