trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
728,False,"{'e': 0.1027969084352864, 'a': 0.9}",30,21,-0.7156099453385145,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
729,False,"{'e': 0.10247616951201168, 'a': 0.9}",20,10,20.478422122062884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'e': 0.1021564313333943, 'a': 0.9}",20,14,12.563119691918798,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'e': 0.10183769077698854, 'a': 0.9}",30,19,6.943949320530365,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
732,False,"{'e': 0.10151994473009104, 'a': 0.9}",25,15,10.799220850992041,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
733,False,"{'e': 0.10120319008971067, 'a': 0.9}",20,14,12.980383744196915,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'e': 0.10088742376253776, 'a': 0.9}",25,16,7.140646601681181,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
735,False,"{'e': 0.10057264266491435, 'a': 0.9}",30,20,23.153233261954693,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'e': 0.10025884372280375, 'a': 0.9}",25,13,26.3973040161409,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'e': 0.09994602387176062, 'a': 0.9}",30,12,32.239697506141496,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'e': 0.09963418005690121, 'a': 0.9}",25,11,24.919837251751705,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'e': 0.09932330923287319, 'a': 0.9}",30,15,-27.241043144899038,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
740,False,"{'e': 0.0990134083638263, 'a': 0.9}",20,5,16.37598597699136,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
741,False,"{'e': 0.09870447442338234, 'a': 0.9}",20,8,23.181198991536732,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'e': 0.09839650439460583, 'a': 0.9}",20,13,12.612791932344404,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'e': 0.09808949526997456, 'a': 0.9}",20,14,13.039638998729783,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'e': 0.09778344405135005, 'a': 0.9}",20,16,9.294237871735833,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'e': 0.0974783477499485, 'a': 0.9}",20,3,16.320800126416508,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
746,False,"{'e': 0.09717420338631139, 'a': 0.9}",25,14,22.08697199917443,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'e': 0.09687100799027645, 'a': 0.9}",25,14,18.98568439384709,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'e': 0.09656875860094882, 'a': 0.9}",20,9,8.431780848751124,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
749,False,"{'e': 0.09626745226667181, 'a': 0.9}",25,14,23.03271892827351,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'e': 0.09596708604499847, 'a': 0.9}",20,6,24.3270962155868,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'e': 0.09566765700266246, 'a': 0.9}",20,9,-21.71813045088956,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
752,False,"{'e': 0.09536916221554961, 'a': 0.9}",20,2,31.803433443945117,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'e': 0.0950715987686695, 'a': 0.9}",20,8,19.361477879035746,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'e': 0.09477496375612664, 'a': 0.9}",30,23,14.950225075354128,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'e': 0.09447925428109244, 'a': 0.9}",30,16,17.093415008253988,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
756,False,"{'e': 0.09418446745577669, 'a': 0.9}",30,13,30.786526171672975,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'e': 0.09389060040139942, 'a': 0.9}",20,3,28.528345249280974,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'e': 0.0935976502481629, 'a': 0.9}",20,14,11.57389471538099,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'e': 0.09330561413522338, 'a': 0.9}",25,8,30.213498714626006,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'e': 0.09301448921066349, 'a': 0.9}",25,18,14.695514446266028,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'e': 0.092724272631464, 'a': 0.9}",20,16,5.192510880290887,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'e': 0.09243496156347629, 'a': 0.9}",35,20,28.685699967870622,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'e': 0.09214655318139475, 'a': 0.9}",20,0,17.26749880365926,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
764,False,"{'e': 0.09185904466872889, 'a': 0.9}",20,7,12.94915653273866,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
765,False,"{'e': 0.09157243321777621, 'a': 0.9}",25,3,27.27817036232483,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
766,False,"{'e': 0.09128671602959441, 'a': 0.9}",30,10,13.815046379596591,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
767,False,"{'e': 0.09100189031397428, 'a': 0.9}",20,12,2.8918592740172646,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
768,False,"{'e': 0.09071795328941251, 'a': 0.9}",20,12,-30.23343398152622,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
769,False,"{'e': 0.09043490218308425, 'a': 0.9}",20,2,29.524054373286514,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'e': 0.09015273423081638, 'a': 0.9}",30,13,27.43206519502804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'e': 0.0898714466770602, 'a': 0.9}",25,16,15.8324773022459,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'e': 0.08959103677486467, 'a': 0.9}",30,15,29.058673850134277,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'e': 0.08931150178584969, 'a': 0.9}",20,11,14.36277807282984,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'e': 0.08903283898017908, 'a': 0.9}",20,12,-27.28562053500947,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
775,False,"{'e': 0.08875504563653425, 'a': 0.9}",30,11,34.671148076137676,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'e': 0.08847811904208731, 'a': 0.9}",25,15,11.511797852077619,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
777,False,"{'e': 0.08820205649247478, 'a': 0.9}",20,12,14.949180432059318,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'e': 0.08792685529177119, 'a': 0.9}",20,11,14.562522798184926,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'e': 0.08765251275246254, 'a': 0.9}",20,2,32.30010194861348,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'e': 0.08737902619542039, 'a': 0.9}",20,6,26.36464293563103,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'e': 0.08710639294987534, 'a': 0.9}",25,10,26.58231024209463,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'e': 0.08683461035339117, 'a': 0.9}",20,2,32.40036962253916,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'e': 0.08656367575183888, 'a': 0.9}",20,14,9.194497976695313,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'e': 0.0862935864993705, 'a': 0.9}",20,8,24.071375877884098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'e': 0.08602433995839362, 'a': 0.9}",30,1,44.00076564913156,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'e': 0.0857559334995453, 'a': 0.9}",20,5,-21.570607096160316,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
787,False,"{'e': 0.08548836450166655, 'a': 0.9}",20,6,21.79489958472135,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'e': 0.08522163035177684, 'a': 0.9}",25,20,11.00349472950748,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'e': 0.08495572844504827, 'a': 0.9}",25,11,15.007145542418463,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
790,False,"{'e': 0.0846906561847805, 'a': 0.9}",20,6,19.315641126799477,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'e': 0.08442641098237509, 'a': 0.9}",35,15,33.12813509849043,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'e': 0.08416299025731036, 'a': 0.9}",20,16,7.798094656552868,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'e': 0.08390039143711626, 'a': 0.9}",25,18,14.849076466250237,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'e': 0.08363861195734905, 'a': 0.9}",30,13,20.32615318027886,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
795,False,"{'e': 0.08337764926156645, 'a': 0.9}",20,10,5.553537660364428,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
796,False,"{'e': 0.08311750080130256, 'a': 0.9}",20,15,11.28634746138361,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'e': 0.08285816403604296, 'a': 0.9}",35,25,7.5265867275266345,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
798,False,"{'e': 0.08259963643320004, 'a': 0.9}",20,8,21.781032041053603,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'e': 0.08234191546808808, 'a': 0.9}",20,7,28.209798961212428,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'e': 0.0820849986238988, 'a': 0.9}",30,16,24.854810952335107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'e': 0.08182888339167654, 'a': 0.9}",20,10,16.750607701770733,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'e': 0.08157356727029395, 'a': 0.9}",25,1,37.910507071853615,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'e': 0.08131904776642757, 'a': 0.9}",20,11,15.750989879802649,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'e': 0.08106532239453325, 'a': 0.9}",20,10,5.751344119160159,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
805,False,"{'e': 0.08081238867682222, 'a': 0.9}",20,13,13.516667978147497,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'e': 0.0805602441432366, 'a': 0.9}",25,10,26.708996659749722,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'e': 0.0803088863314254, 'a': 0.9}",20,13,13.12641946530687,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'e': 0.08005831278672054, 'a': 0.9}",25,14,18.346966806493253,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'e': 0.07980852106211273, 'a': 0.9}",20,14,11.763315110776588,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'e': 0.07955950871822769, 'a': 0.9}",25,13,10.591010246518795,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
811,False,"{'e': 0.07931127332330225, 'a': 0.9}",20,13,15.114297088231996,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'e': 0.07906381245316065, 'a': 0.9}",20,12,15.430028366353213,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'e': 0.07881712369119091, 'a': 0.9}",25,6,33.398776945244904,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'e': 0.07857120462832107, 'a': 0.9}",25,20,9.82450360178245,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'e': 0.07832605286299588, 'a': 0.9}",30,16,24.351283092042742,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'e': 0.07808166600115317, 'a': 0.9}",20,13,12.937962956012793,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'e': 0.0778380416562005, 'a': 0.9}",25,16,17.009407244914357,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'e': 0.07759517744899201, 'a': 0.9}",35,20,27.87791811189939,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'e': 0.07735307100780495, 'a': 0.9}",20,15,11.381542939373027,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'e': 0.07711171996831671, 'a': 0.9}",25,18,1.1792821382835843,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
821,False,"{'e': 0.07687112197358163, 'a': 0.9}",20,16,7.3884942031457905,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'e': 0.07663127467400795, 'a': 0.9}",30,24,11.134309077216567,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'e': 0.07639217572733505, 'a': 0.9}",20,11,18.09292293405063,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'e': 0.07615382279861033, 'a': 0.9}",20,13,8.15475341546542,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'e': 0.0759162135601666, 'a': 0.9}",20,14,10.262454102794331,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'e': 0.07567934569159927, 'a': 0.9}",30,22,15.89597964930594,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'e': 0.07544321687974362, 'a': 0.9}",20,12,14.948251773357482,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'e': 0.0752078248186524, 'a': 0.9}",20,10,18.30511235064373,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'e': 0.0749731672095731, 'a': 0.9}",25,19,12.626379407442723,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'e': 0.0747392417609257, 'a': 0.9}",25,13,18.57856301119254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'e': 0.07450604618828009, 'a': 0.9}",20,14,11.383904194162728,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'e': 0.07427357821433388, 'a': 0.9}",20,1,-33.011508672727054,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
833,False,"{'e': 0.07404183556889021, 'a': 0.9}",35,22,19.522292311180085,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'e': 0.07381081598883543, 'a': 0.9}",25,0,28.544815511898413,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
835,False,"{'e': 0.07358051721811718, 'a': 0.9}",25,12,27.375799195235793,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'e': 0.07335093700772213, 'a': 0.9}",20,11,20.549830513037662,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'e': 0.07312207311565422, 'a': 0.9}",20,6,23.6195505784798,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'e': 0.07289392330691273, 'a': 0.9}",35,18,32.660980965413025,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'e': 0.07266648535347031, 'a': 0.9}",20,4,18.274021750431775,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
840,False,"{'e': 0.07243975703425146, 'a': 0.9}",25,13,25.071998585174914,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'e': 0.07221373613511059, 'a': 0.9}",35,12,35.1894350599343,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
842,False,"{'e': 0.07198842044881054, 'a': 0.9}",20,10,19.436162339421127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'e': 0.07176380777500109, 'a': 0.9}",20,16,8.710443341582959,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'e': 0.07153989592019722, 'a': 0.9}",30,16,25.854625627183438,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'e': 0.07131668269775804, 'a': 0.9}",20,2,21.132440902082095,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
846,False,"{'e': 0.07109416592786509, 'a': 0.9}",20,8,20.67783583453114,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'e': 0.07087234343750126, 'a': 0.9}",20,6,25.555940413842944,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'e': 0.0706512130604296, 'a': 0.9}",25,11,27.541452278708896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'e': 0.07043077263717192, 'a': 0.9}",20,2,24.06029895966412,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'e': 0.07021102001498804, 'a': 0.9}",35,21,26.61075084800248,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'e': 0.0699919530478545, 'a': 0.9}",25,12,22.79897135219452,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'e': 0.06977356959644364, 'a': 0.9}",25,12,23.572099637879163,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'e': 0.06955586752810292, 'a': 0.9}",20,16,8.749824059478119,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'e': 0.06933884471683377, 'a': 0.9}",25,18,15.274180147039235,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'e': 0.06912249904327114, 'a': 0.9}",30,24,15.136230256697484,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'e': 0.06890682839466258, 'a': 0.9}",25,13,6.826839790483705,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
857,False,"{'e': 0.06869183066484764, 'a': 0.9}",25,13,23.52428399062184,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'e': 0.0684775037542375, 'a': 0.9}",20,8,23.190377307303606,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'e': 0.06826384556979413, 'a': 0.9}",20,6,24.8397320265168,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'e': 0.0680508540250102, 'a': 0.9}",20,13,13.652703761104693,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'e': 0.06783852703988842, 'a': 0.9}",20,5,27.102900463622834,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'e': 0.06762686254092136, 'a': 0.9}",25,16,19.039974702520624,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'e': 0.0674158584610713, 'a': 0.9}",25,17,17.314621536859768,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'e': 0.06720551273974976, 'a': 0.9}",25,13,23.368681305148897,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'e': 0.06699582332279769, 'a': 0.9}",20,6,21.11156684561989,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'e': 0.06678678816246521, 'a': 0.9}",20,8,12.527212261053087,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
867,False,"{'e': 0.0665784052173916, 'a': 0.9}",20,2,34.543002676539075,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'e': 0.0663706724525856, 'a': 0.9}",20,13,12.09857644160892,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'e': 0.06616358783940521, 'a': 0.9}",25,8,-6.234250886272393,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
870,False,"{'e': 0.06595714935553817, 'a': 0.9}",25,17,16.32671419710206,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'e': 0.06575135498498198, 'a': 0.9}",25,20,9.62029852904158,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'e': 0.06554620271802433, 'a': 0.9}",30,13,-20.068721456356695,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
873,False,"{'e': 0.06534169055122355, 'a': 0.9}",20,8,26.464455300451256,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'e': 0.0651378164873888, 'a': 0.9}",25,11,29.00813607988888,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'e': 0.0649345785355609, 'a': 0.9}",20,13,14.222301438183825,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'e': 0.06473197471099255, 'a': 0.9}",20,5,25.82759147704625,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'e': 0.06453000303512917, 'a': 0.9}",20,8,22.551566373822862,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'e': 0.06432866153558954, 'a': 0.9}",25,7,25.76112306747263,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
879,False,"{'e': 0.06412794824614643, 'a': 0.9}",20,7,24.46517426470105,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'e': 0.06392786120670757, 'a': 0.9}",30,15,36.36606888922278,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'e': 0.06372839846329638, 'a': 0.9}",30,20,-22.302538744773845,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
882,False,"{'e': 0.06352955806803286, 'a': 0.9}",25,16,19.550608425272443,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'e': 0.06333133807911476, 'a': 0.9}",20,7,-16.726592034080763,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
884,False,"{'e': 0.06313373656079838, 'a': 0.9}",20,10,19.504758261663092,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'e': 0.06293675158337987, 'a': 0.9}",20,12,13.502944236484126,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'e': 0.06274038122317623, 'a': 0.9}",20,15,8.733409928547594,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'e': 0.06254462356250655, 'a': 0.9}",30,16,28.00469993657385,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'e': 0.06234947668967343, 'a': 0.9}",35,23,25.978055313584232,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'e': 0.0621549386989441, 'a': 0.9}",20,0,34.138461466718894,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
890,False,"{'e': 0.061961007690531984, 'a': 0.9}",20,12,13.338591686662358,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'e': 0.061767681770578016, 'a': 0.9}",30,6,28.814317463524088,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
892,False,"{'e': 0.06157495905113221, 'a': 0.9}",20,12,17.567821970298038,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'e': 0.061382837650135254, 'a': 0.9}",25,17,15.552218856932317,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'e': 0.06119131569140004, 'a': 0.9}",20,8,21.86794451546747,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'e': 0.06100039130459344, 'a': 0.9}",25,13,11.113805109545268,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
896,False,"{'e': 0.06081006262521797, 'a': 0.9}",20,13,14.139464903923173,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'e': 0.06062032779459358, 'a': 0.9}",20,2,26.70962490033742,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'e': 0.060431184959839596, 'a': 0.9}",20,8,24.201104702152648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'e': 0.060242632273856477, 'a': 0.9}",25,19,12.639154685446787,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'e': 0.060054667895307945, 'a': 0.9}",20,6,2.2583331289178314,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
901,False,"{'e': 0.05986728998860285, 'a': 0.9}",20,3,22.138050355782244,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
902,False,"{'e': 0.059680496723877305, 'a': 0.9}",20,6,27.050714189860727,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'e': 0.05949428627697691, 'a': 0.9}",20,12,13.589447324534593,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'e': 0.05930865682943872, 'a': 0.9}",20,9,19.63166492958218,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'e': 0.059123606568473756, 'a': 0.9}",20,14,10.10994665045138,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'e': 0.058939133686949065, 'a': 0.9}",30,21,14.611667930718905,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'e': 0.05875523638337016, 'a': 0.9}",20,8,8.86071289592313,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
908,False,"{'e': 0.05857191286186353, 'a': 0.9}",25,20,10.11433075070353,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'e': 0.058389161332158906, 'a': 0.9}",25,18,14.658231589042945,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'e': 0.058206980009571974, 'a': 0.9}",25,17,14.559328046891702,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'e': 0.05802536711498679, 'a': 0.9}",35,18,34.47530689570176,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'e': 0.057844320874838456, 'a': 0.9}",30,23,0.8154755374590907,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
